Model Name,issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
top_k_1500,13.0,0.4337215546544548,0.2184027704065238,0.2017015111850845,0.6267707943916321,0.7185078958670298,0.5837876063679209,0.6043871606517045,0.7299663483237148,0.5489803135802253,0.6167803572308913
top_k_1500,14.0,0.5130960376091336,0.3106926698049764,0.3116185359301544,0.6730425953865051,0.6874228119850159,0.713944273878931,0.7908515775972338,0.7445899813478384,0.3493548724542027,0.6496851763195515
top_k_2000,1.0,0.5671295755723087,0.275744840264246,0.2495352694426382,0.6508275275047009,0.7011918157339097,0.6996267871412635,0.6184473915796725,0.727192131944653,0.6763924819354278,0.6804146981502542
top_k_2000,2.0,0.5521397854377034,0.2704672303605047,0.2433349252004844,0.6468356847763062,0.6949660738309225,0.7377482014788882,0.6056907830617634,0.7395668652212469,0.728737367358238,0.7029358042800341
top_k_2000,3.0,0.5208561763712216,0.2648582372066028,0.2407648013164435,0.6410497268040974,0.7240181267261505,0.6098983110177661,0.5706810877741268,0.7144578978440818,0.5942140288686761,0.6223128313761628
top_k_2000,4.0,0.5241782839683921,0.2548512257262474,0.2324646728616055,0.641894617676735,0.707891047000885,0.5809434438335362,0.6491669786539311,0.7078141475896893,0.590514260533724,0.6321097076527202
top_k_2000,5.0,0.5146046096003939,0.2436702795961065,0.2247765160309218,0.6446220517158509,0.6977147579193115,0.7285977601145854,0.6140736052667013,0.7069296018495379,0.7067214834470462,0.6890806126694677
top_k_2000,6.0,0.5638061793537216,0.2708953748663583,0.2548705666726937,0.6485533581839668,0.7036274274190267,0.8094883905988403,0.6302696274322277,0.759312975243635,0.7638111395612088,0.7407205332089779
top_k_2000,7.0,0.5148760977528285,0.2614392084573666,0.232415670875633,0.6376104738031115,0.7183843382767269,0.7750019798357753,0.6431215719220751,0.7397569994836309,0.7131346192992754,0.7177537926351892
top_k_2000,8.0,0.562655358031932,0.2781389877241504,0.2512632154212447,0.6529253479363262,0.6903931764156922,0.6825166641352348,0.6196888827743784,0.7342109174237441,0.6549194888781442,0.6728339883028753
